id,Character,ru,en
raven_3_2,Leon,О нет.,Oh no.
raven_3_3,Leon,Только не ты.,Anyone but you.
raven_3_4,Raven,Кар-кар-кар!,Сaw-caw!
raven_3_5,Leon,Даже не думай.,Don't even think about it.
raven_3_6,Raven,Кар!,Сaw-caw!
raven_3_7,Leon,БЛЯТЬ!,FUCK!
raven_3_8,Leon,Ебучие догонялки с птицей…,Fucking tag games with a bird…
raven_3_9,Leon,Я все равно до тебя доберусь…,I'll get to you anyway…
final_tengu_6_1,Leon,Я потратил столько времени ради это хуеты…,I wasted so much time on this bullshit…
final_tengu_6_2,Leon,"С другой стороны, навалять крылатой твари...","On the other hand, to beat the crap out of that winged creature..."
final_tengu_6_3,Leon,...лучшая трата времени.,...the best way to spend your time.
final_tengu_6_4,Leon,"На, лови свою хрень!","Here, catch your crap!"
final_tengu_6_5,Ray,Ты настоящий друг.,You're a true friend.
final_tengu_6_6,Ray,"Спасибо, что вернул ее!",Thank you for bringing it back!
final_tengu_6_7,Leon,"Эй, полегче!","Hey, take it easy!"
final_tengu_6_8,Leon,Каждый сам за себя.,It's every man for himself.
final_tengu_6_9,Ray,И все-таки ты помог.,But you did help after all.
final_tengu_6_10,Leon,Я очень благодарен…,I am very grateful…
final_tengu_6_11,Leon,"В следующий раз сам решай свои заебы, дружбан.","Next time, deal with your own problems, buddy."
final_tengu_6_12,Leon,По идеи- это самый вверх этого Храма.,"In theory, this is the very top of this temple."
final_tengu_6_13,Leon,Здесь и должен быть проход дальше.,This is where the passage should continue.
final_tengu_6_14,Leon,Здесь и должен быть проход дальше.,
shiftarena_2_1,Leon,Да что за ебанина тут происходит!,What the hell is going on here!
shiftarena_2_2,Leon,"Где этот сраный Джо, когда он мне нужен?!?",Where is that damn Joe when I need him?!?
shiftarena_2_3,Joe,А я предлагал тебе послушать историю храма…,And I suggested you listen to the story of the temple…
shiftarena_2_4,Leon,"Не подкрадывайся, чудила!","Don't sneak up on me, you weirdo!"
shiftarena_2_5,,Че тут происходит?,What's going on here?
shiftarena_2_6,Joe,Это место стало могильником для сотни душ…,This place has become a graveyard for hundreds of souls…
shiftarena_2_7,Joe,Оно пропитано кишками и кровью…,It's soaked in guts and blood…
shiftarena_2_8,Joe,Временные петли и хаос вросли в храм смерти…,Temporal loops and chaos have taken root in the Temple of Death…
shiftarena_2_9,Leon,"Что все это это, блять, значит?...",What the fuck does all this mean?...
shiftarena_2_10,Joe,Прошлое и настоящее слились в этом месте воедино.,The past and the present have merged into one in this place.
shiftarena_2_11,Leon,В смысле?,What do you mean?
shiftarena_2_12,Joe,"Ты можешь умереть и в прошлом и в настоящем, Леон.","You could die in the past or in the present, Leon."
shiftarena_2_13,Leon,Твою мать.,Fuck you.
final_tengu_7_1,,Это и есть главное святилище?,Is this the main sanctuary?
final_tengu_7_2,,Ну и жуть.,That's just awful.
pistol_tutor_1_1,Leon,Бляяяяяяяяяяяяяяяяяяяяяяяяяяяя........,Fuck fuck fuck fuck fuck fuck
pistol_tutor_2_1,Leon,Твою ж!,Damn it!
pistol_tutor_2_2,Leon,Охуенный мост!,What an awesome bridge!
pistol_tutor_2_3,Leon,Каждый день бы по нему гулял!,I'd love to walk there every day!
pistol_tutor_2_4,Leon,А это что?,What's this?
pistol_tutor_2_5,Leon,Снова статуя Дзинко?.....,The Jinko statue again?.....
pistol_tutor_3_1,,"О, Леон!","Oh, Leon!"
pistol_tutor_3_2,,"Я уже испугался, что ты упал в пропасть.",I was already afraid you'd fallen into the abyss.
pistol_tutor_3_3,,"Как хорошо, что ты цел!",I'm so glad you're okay!
ringfell_1_1,,На Храм напали!,The temple was attacked!
ringfell_1_2,,Всем монахам - защищать Светочь!,To all the monks—defend the Saint!
ringfell_1_3,,Империя не заставит его замолчать!,The Empire won't silence him!
ringfell_1_4,,Черт!,Damn!
ringfell_1_5,,Дальше не пройти.,You can't go any further.
ringfell_1_6,,Нужно заткнуть этот колокол!,We need to silence that bell!
belltrail_2_1,Leon,Теперь у них целая комната под пепелище.,Now they have an entire room filled with ashes.
belltrail_2_2,Leon,Воняет жареной плотью.,It reeks of burnt flesh.
belltrail_2_3,Melee1,“Жертва - ключ к новой жизни”,“Sacrifice Is the Key to a New Life”
belltrail_2_4,Melee1,Как же здесь стремно.,This place is so weird.
belltrail_2_5,Melee1,Зачем нас сюда послали?,Why did they send us here?
belltrail_2_6,Melee2,Ты че не знаешь?,Don't you know?
belltrail_2_7,Melee2,Эти монахи похитили дохрена людей.,Those monks kidnapped a whole bunch of people.
belltrail_2_8,Melee1,Зачем?,Why?
belltrail_2_9,Melee2,Без понятия.,I have no idea.
belltrail_2_10,Melee2,Живыми их больше никто не видел.,No one has seen them alive since then.
boss_1_1,Leon,Ну и что мы будем делать?,"So, what are we going to do?"
boss_1_2,Leon,"Джо, ты же всю биографию этого чмошника рассказал.","Joe, you've already told the whole story about that jerk."
boss_1_3,Joe,Я никогда не слышал про вторую фазу.,I've never heard of the second phase.
boss_1_4,Leon,"А ты, ящерица?","What about you, lizard?"
boss_1_5,Ray,Мы так уютно сидим.,We're sitting here so comfortably.
boss_1_6,Ray,Может еще что покушать найдем?,Maybe we'll find something else to eat?
boss_1_7,Joe,Я тоже проголодался.,"I'm hungry, too."
boss_1_8,Leon,..?!?!,..?!?!
boss_1_9,Leon,Вы ОХУЕЛИ?!,Are you out of your fucking minds?!
boss_1_10,Leon,Все! Я не собираюсь здесь подыхать.,That's it! I'm not going to die here.
boss_1_11,Leon,Пойду и сломаю ему лицо.,I'm going to go beat him up.
boss_1_12,Joe,"Возможно, это не сработает…",It might not work…
boss_1_13,Leon,Всегда работало.,It has always worked.
boss_1_14,Leon,Не вижу причин почему сейчас - нет.,I don't see any reason why not right now.
final_choice_1_1,Leon,Почему я снова здесь?,Why am I here again?
final_choice_1_2,monk,"Подойди ближе, дитя.","Come closer, my child."
final_choice_1_3,monk,Я предскажу твою судьбу…,I will predict your fate…
final_choice_1_4,monk,Так будет лучше для всех.,That will be best for everyone.
final_choice_1_5,Leon,Дед был прав.,The old man was right.
final_choice_1_6,Leon,Этот пацан станет абсолютным злом...,This kid is going to become pure evil...
final_choice_1_7,Leon,Но именно его слова и сделали из мелкого Демона Смерти.,But it was his words that turned the child into the Demon of Death.
final_choice_1_8,Leon,Я могу решить это здесь и сейчас.,I can resolve this right here and now.
final_choice_2_1,Leon,"Закрой ебальник, древность.","Shut the hell up, old-timer."
final_choice_2_2,Leon,Никаких предсказаний на сегодня.,No predictions for today.
final_choice_2_3,Leon,Так будет лучше.,That will be better.
flashback_1_1,crowd1,Чего это он выбрал нашего Юсэи?,Why on earth did he pick our Yusei?
flashback_1_2,crowd2,Так он герой!,So he's a hero!
flashback_1_3,crowd2,"Дом старосты сгорел дотла, если бы не он…",The village headman's house would have burned to the ground if it weren't for him…
flashback_1_4,crowd2,"Видимо, видит его великую судьбу…","Apparently, he sees his great destiny…"
flashback_1_5,crowd1,Точно.,Exactly.
flashback_2_1,,"Спасибо, что посетили нашу деревню!",Thank you for visiting our village!
flashback_2_2,,Долг монахов помогать страждущим.,It is the monks' duty to help those who are suffering.
flashback_2_3,,У вас чудесная деревня.,You have a wonderful village.
flashback_2_4,Leon,Что за место?,What kind of place is this?
flashback_3_1,Monk,"Подойди ближе, дитя.","Come closer, my child."
flashback_3_2,Monk,Я предскажу твою судьбу…,I will predict your fate…
flashback_3_3,Monk,Кто твой отец?,Who is your father?
flashback_3_4,Monk,"Можешь не говорить, я и так знаю…",You don't have to say it—I already know…
flashback_3_5,Monk,От тебя несет демонами.,You reek of demons.
flashback_3_6,Leon,….,….
flashback_3_7,crowd1,Это шутка? Он же ребёнок.,Are you kidding? He's just a kid.
flashback_3_8,,Что это значит?..,What does that mean?..
flashback_3_9,,В нём не только человеческая кровь.,It's not just human blood that flows through it.
flashback_3_10,,"Мам, я ничего не делал!","Mom, I didn't do anything!"
flashback_3_11,,"Я знаю, сынок.","I know, son."
flashback_3_12,,"Эх, пацан...","Oh, kid..."
flashback_3_13,,Мне кажется ему все равно.,I think he doesn't care.
flashback_3_14,,Сделал ты что-то или нет.,Did you do something or not.
flashback_3_15,,Сделаешь.,You'll do it.
flashback_3_16,,"Ты принесешь смерть каждому, кто окажется рядом с тобой!",You will bring death to everyone around you!
flashback_3_17,Monk,Этот ребёнок переживёт всех вас.,This child will outlive all of you.
flashback_3_18,Monk,"И будет стоять там, где лежат тысячи тел.",And he will stand where thousands of bodies lie.
flashback_3_19,Monk,Среди людей тебе не место.,You don't belong among people.
flashback_3_20,Monk,Он погубит вас всех.,He'll destroy all of you.
flashback_3_21,crowd1,"Вы слышали, что он сказал?",Did you hear what he said?
flashback_3_22,crowd2,ОН погубит нас всех!,He's going to ruin us all!
flashback_3_23,crowd1,Юсэи должен уйти!,Yusei has to leave!
flashback_3_24,crowd2,Может он и виноват в том пожаре!,Maybe he really is to blame for that fire!
flashback_3_25,Leon,Отличное переобувание на ходу.,A great way to change your shoes on the go.
flashback_3_27,Mother,Оставьте его!,Leave him alone!
flashback_3_28,Monk,Если он останется — смерть ещё вернётся сюда.,"If he stays, death will return here."
flashback_3_29,crowd1,Пусть уходит.,Let him go.
flashback_3_30,crowd2,Да. Пусть уходит.,Yes. Let him go.
flashback_3_32,Demon,Я… никому не причиню зла.,I… won't hurt anyone.
flashback_3_33,Demon,Мне лучше уйти.,I'd better leave.
flashback_3_34,Mother,"Юсэи, нет…","Yusei, no…"
flashback_3_35,Demon,Так будет лучше для всех.,It will be better for everyone.
flashback_3_36,Leon,"О, понятно.","Oh, I see."
flashback_3_37,Leon,"Легче выгнать пацана, чем разбираться.",It's easier to kick the kid out than to figure it out.
flashback_3_38,Leon,Его судьба предрешена.,His fate is sealed.
flashback_3_39,Leon,Если он станет монстром — поздравляю.,If he turns into a monster—congratulations.
flashback_3_40,Leon,Ты его создал.,You created it.
flashback_4_1,Leon,…Он реально сюда ушёл.,. . . He really did go there.
flashback_4_2,Demon,Если монах прав…,If the monk is right…
flashback_4_3,Demon,люди будут умирать рядом со мной.,People will die right next to me.
flashback_4_4,Demon,Я чудовище?,Am I a monster?
flashback_4_5,Demon,Если я буду молчать… если ни с кем не заговорю больше…,If I stay silent… if I never speak to anyone again…
flashback_4_6,Demon,Я не смогу причинить вред людям.,I won't be able to hurt people.
flashback_4_7,Demon,Если я буду один…никто не пострадает.,If I'm alone… no one will get hurt.
flashback_4_8,Demon,Пацан… ты сейчас серьёзно?,Kid… are you serious right now?
flashback_4_9,Demon,Я больше не буду говорить.,I won't say anything else.
flashback_4_10,Demon,Никогда.,Never.
flashback_4_11,Spirit,…Помоги.,…Help me.
flashback_4_12,Spirit,Я потерялся…,I'm lost…
flashback_4_13,Demon,Кто здесь?,Who's there?
flashback_4_14,Spirit,Верни меня к жизни…,Bring me back to life…
flashback_4_15,Spirit,Ты слышишь меня?,Can you hear me?
flashback_4_16,Demon,…Да.,…Yes.
flashback_4_17,Leon,Вот это уже совсем пиздец.,Now that's just fucking ridiculous.
temple_end_1_1,Ray,…Подождите.,…Wait a minute.
temple_end_1_2,Ray,Где храм?,Where is the temple?
temple_end_1_3,Ray,Мы же были внутри.,"We were inside, after all."
temple_end_1_4,Ray,Алтари. Статуи. Тысячи костей…,Altars. Statues. Thousands of bones…
temple_end_1_5,Ray,А теперь — просто пещера?,And now—just a cave?
temple_end_1_6,Ray,Леон… что произошло?,Leon… what happened?
temple_end_2_1,Leon,…Разобрался с одной проблемой.,…I figured out how to solve one problem.
temple_end_2_2,Ray,Какой проблемой?,What's the problem?
temple_end_2_3,Leon,"Той, из-за которой этот храм вообще появился.",The one who was the reason this temple was built in the first place.
temple_end_2_4,Joe,"О, не скромничай, лис.","Oh, don't be so modest, fox."
temple_end_2_5,Joe,Скажи как есть.,Tell it like it is.
temple_end_2_6,Joe,Он просто… избавился от мальчишки.,He just… got rid of the kid.
temple_end_2_7,Joe,Будущего бога смерти.,The future god of death.
temple_end_2_8,Joe,Будущего демона бесконечности.,The future demon of infinity.
temple_end_2_9,Joe,Леон всегда выбирает самый… прямой путь.,Leon always takes the most… direct route.
temple_end_2_10,Leon,Завали.,Shut up.
temple_end_2_11,Ray,О чем он говорит?,What is he talking about?
temple_end_2_12,Leon,Мы выбрались.,We made it out.
temple_end_2_13,Leon,И храма больше нет.,And the temple is no more.
temple_end_2_14,Leon,Это главное.,That's the main thing.
temple_end_2_15,Leon,……,……
temple_end_2_16,Joe,Ну что ж.,"Well, then."
temple_end_2_17,Joe,Раз храм исчез — значит и наше маленькое путешествие по прошлому закончилось.,"Now that the temple is gone, our little journey into the past has come to an end."
temple_end_2_18,Joe,Впереди столица.,The capital lies ahead.
temple_end_2_19,Joe,Пора продолжать путь.,It's time to move on.
temple_end_2_20,Ray,…Я готов.,…I'm ready.
temple_end_2_21,Leon,Пошли.,Let's go.
temple_end_3_1,Ray,Леон… что произошло?,Leon… what happened?
temple_end_3_2,Leon,Да так…..,"Yeah, well..."
temple_end_3_3,Leon,Раздал по ебальнику одному пророку.,I punched some prophet in the face.
temple_end_3_4,Leon,…Что?,…What?
temple_end_3_5,Leon,"Сказал ему в следующий раз думать, кому и что он предсказывает.",I told him to think carefully next time about who he's making predictions for and what he's predicting.
temple_end_3_6,Joe,Ты серьёзно?,Are you serious?
temple_end_3_7,Joe,Ты мог просто избавиться от мальчика.,You could have just gotten rid of the boy.
temple_end_3_8,Joe,А теперь кто знает…,"Now, who knows…"
temple_end_3_9,Joe,...где и как он уничтожит чью-нибудь жизнь.,...where and how he will ruin someone's life.
temple_end_3_10,Joe,"Благими намерениями выстлана дорога в ад, лисёнок.","The road to hell is paved with good intentions, little fox."
temple_end_3_11,Leon,"Завали, Паук.","Shut up, Spider."
temple_end_4_1,Leon,Храма смерти с тысячами трупов больше нет.,"The Temple of Death, with its thousands of corpses, is no more."
temple_end_4_2,Leon,Мы выбрались.,We made it out.
temple_end_4_3,Ray,Но… как?,But… how?
temple_end_4_4,Ray,Как целый храм может просто исчезнуть?,How can an entire temple just disappear?
temple_end_4_5,Leon,Не парься. Как-нибудь потом объясню.,Don't worry about it. I'll explain it to you later.
temple_end_4_6,Leon,Как бы там ни было…,Be that as it may…
temple_end_4_7,Joe,Нам пора двигаться дальше.,It's time for us to move on.
temple_end_4_8,Joe,Столица ждёт.,The capital is waiting.
temple_end_4_9,Ray,Я готов.,I'm ready.
temple_end_4_10,Leon,Тогда пошли.,"Let's go, then."
altar_1_1,Joe,Вот он… [color=purple]момент истины[/color].,Here it is… [color=purple]the moment of truth[/color].
altar_1_2,Joe,Здесь было решено всё!,Everything was decided right here!
altar_1_3,Joe,"Этот мальчик, Юсэи, был героем.","That boy, Yusai, was a hero."
altar_1_4,Joe,Но стоило появиться пророку — и всё изменилось.,"But as soon as the prophet appeared, everything changed."
altar_1_5,Joe,"Его статуи стали священны для всех,",His statues have become sacred to all
altar_1_6,,кто жаждет связи с мёртвыми.,who long for a connection with the dead.
altar_1_7,Joe,Ведь он… он стал их голосом.,"After all, he… he became their voice."
altar_1_8,Leon,Он… мог говорить с мёртвыми?,Could he… talk to the dead?
altar_1_9,Joe,Да и ему поклонялись…со всей отдачей.,"And he was worshipped, too… with all their hearts."
altar_1_10,Joe,Что ты имеешь в виду?,What do you mean?
altar_1_11,Joe,"Верующие отдавали свои жизни, чтобы доказать свою преданность Юсэи.",Believers gave their lives to prove their devotion to Yusei.
altar_1_12,Joe,За это им было дозволено поговорить с мертвыми!,"For that, they were allowed to talk to the dead!"
altar_1_13,Leon,А сейчас…это возможно?,And now… is that possible?
altar_1_14,Leon,"А ты что, хочешь семью Масты позвать на чаёк?","What, do you want to invite the Masta family over for tea?"
altar_1_15,Ray,О чём он? Какая ещё семья?,What's it about? What family?
altar_2_1,Leon,Я… убил их. Это была ошибка.,I… killed them. It was a mistake.
altar_2_2,Leon,"Я искал Аки, всё вышло из-под контроля.","I was looking for Aki, and things got out of hand."
altar_2_3,Leon,Я просто хочу поговорить с сестрой…,I just want to talk to my sister…
altar_2_4,Leon,Это не твоё дело.,That's none of your business.
altar_2_5,Ray,"Кажется, я тебя совсем не знаю…",It seems like I don't know you at all…
altar_3_1,Leon,Мне нужно услышать Аки.,I need to hear from Aki.
altar_3_2,Joe,Ты так привязан к сестре?,Are you that close to your sister?
altar_3_3,Joe,Надеешься услышать её голос?,Are you hoping to hear her voice?
altar_3_4,Leon,Просто хочу услышать Аки.,I just want to hear from Aki.
altar_3_5,Joe,Тогда тебе придётся провести ритуал.,"In that case, you'll have to perform the ritual."
altar_3_6,Joe,Давненько никто этого не делал…,It's been a while since anyone did that…
altar_3_7,Joe,И предупреждаю — всё может пойти не так.,And just a heads-up—things might not go as planned.
altar_3_8,Joe,"Особенно если… кто-то не хочет, чтобы ты услышал ответ.",Especially if… someone doesn't want you to hear the answer.
altar_3_9,Ray,"Леон, может, не стоит?","Leon, maybe you shouldn't?"
altar_3_10,Ray,Мы вообще-то просто хотим добраться до выхода.,"Actually, we just want to get to the exit."
altar_3_11,Leon,Мертвых боишься? Я тебя не держу.,Are you afraid of dead people? I'm not holding you back.
altar_3_12,Leon,"Что нужно делать, Джо?","What should I do, Joe?"
altar_3_13,Joe,Найди [color=yellow]колокольчик[/color]. Монахи использовали их в ритуалах.,Find the [color=yellow]bell[/color]. The monks used them in their rituals.
altar_3_14,Joe,Мне нужна маска [color=red]демона[/color]. Она откроет дорогу в мир духов.,I need a [color=red]demon[/color] mask. It will open the way to the spirit world.
altar_3_15,Joe,"И мне нужно [color=blue]ритуальное масло[/color], чтобы возжечь благовония.",And I need [color=blue]ritual oil[/color] to light the incense.
altar_3_16,Joe,"Соберешь все, и сможешь поговорить с сестрой.","Once you've gathered everything, you'll be able to talk to your sister."
altar_3_17,Aki,…Леон…,…Leon…
altar_3_18,Leon,Аки?.. Ты?..,Aki...? You...?
altar_3_19,Joe,"Нет, ее нет среди мертвых.…","No, she's not among the dead…"
altar_3_20,Joe,…её сердце ещё бьётся.,…her heart is still beating.
altar_3_21,Joe,Твоя сестра [wave][color=red]жива[/color]!,Your sister [wave][color=red]is alive[/color]!
altar_3_22,Joe,Кажется мы потревожили призраков этого места....,It seems we've disturbed the ghosts of this place....
altar_3_23,Ray,Леон! Я нашел проход дальше.,Leon! I found a way through.
altar_3_24,Ray,Давай заканчивай со своими ритуалами и...,"Come on, stop with your rituals and..."
altar_3_25,Ray,...так стоп...,...wait a minute...
altar_3_26,Ray,ААААААААААААААААААА.........,ААААААААААААААААААА.........
altar_3_27,Leon,....,....
altar_3_28,Leon,Он вам не [shake][color=red]ЧЕРВЯК...,He's not [shake][color=red]a WORM...
altar_3_29,Leon,Ладно...это была тупая шутка.,Okay... that was a dumb joke.
altar_3_30,Joe,Тебе лучше поторопиться.,You'd better hurry up.
altar_3_31,Leon,"Да, это точно.","Yes, that's for sure."
pistol_dream_1_1,,Да вы издеваетесь. Ты кто такой?,You've got to be kidding me. Who are you?
pistol_dream_1_2,,Кай. Твой предок. Когда-то жил тут.,Kai. Your ancestor. I used to live here.
pistol_dream_1_3,,"Теперь — то, что от меня осталось.",Now—what remains of me.
pistol_dream_1_4,,Ага. Ещё один предок.,Yeah. Another ancestor.
pistol_dream_1_5,,"У вас тут очередь, что ли чтобы доебаться до меня?","Is there a line here or something, just to get on my nerves?"
pistol_dream_1_6,,Нет. Просто тебе везёт на родственников с плохим характером.,No. You're just unlucky when it comes to relatives with bad tempers.
pistol_dream_1_7,,Видишь это?,Do you see that?
pistol_dream_1_8,,Сложно не заметить.,It's hard not to notice.
pistol_dream_1_9,,Прямо посреди земли дзинко застава империи?,"Right in the middle of the land, a Zinko outpost of the empire?"
pistol_dream_1_10,,Мы пытались остановить стройку. Говорили и спорили.,We tried to stop the construction. We talked and argued.
pistol_dream_1_11,,"И солдаты быстро приструнили тех, кто был несогласен.",And the soldiers quickly put those who disagreed in their place.
pistol_dream_1_12,,Классика.,A classic.
pistol_dream_1_13,,Я тоже мог выйти с криком. Мог умереть красиво.,"I could have stormed out screaming, too. I could have gone out in style."
pistol_dream_1_14,,"Но ты, я так понимаю, выбрал вариант “похуже”.","But you, as I understand it, chose the “worse” option."
pistol_dream_1_15,,Я выбрал рабочий вариант.,I chose the working version.
pistol_dream_1_16,,"Подождал, пока они закончат. Пока приедут проверяющие.",I waited until they were done. Until the inspectors arrived.
pistol_dream_1_17,,"Пока все будут уверены, что всё получилось.",Until everyone is convinced that everything worked out.
pistol_dream_1_18,,И?,So?
pistol_dream_1_19,,А потом разобрал за пару часов их заставу!,And then he took out their outpost in just a couple of hours!
pistol_dream_1_20,,В одиночку?,By yourself?
pistol_dream_1_21,,Ага.,Yeah.
pistol_dream_1_22,,…Ты больной.,…You're sick.
pistol_dream_1_23,,Зато больше они тут ничего не строили.,But they didn't build anything else here.
pistol_dream_1_24,,И не совались на нашу землю.,And they didn't set foot on our land.
pistol_dream_1_25,,И что дальше?,So what happened next?
pistol_dream_1_26,,Меня нашли. Арестовали.,They found me. They arrested me.
pistol_dream_1_27,,Оставшуюся жизнь я провёл в камере.,I spent the rest of my life in a prison cell.
pistol_dream_1_28,,И ты всё равно доволен?,And you're still happy with it?
pistol_dream_1_29,,Земля осталась нашей. Оно того стоило.,The land is still ours. It was worth it.
pistol_dream_1_30,,"Ты дерёшься громко, парень, и эффектно.","You fight loud and hard, man—and it's quite a show."
pistol_dream_1_31,,Но иногда достаточно пальца.,But sometimes a finger is enough.
pistol_dream_1_32,,Повторяй за мной.,Repeat after me.
pistol_dream_1_33,,Чё именно?,What exactly?
pistol_dream_1_34,,Не геройствуй. Я научу тебя точному удару!,Don't try to be a hero. I'll teach you how to strike with precision!
pistol_dream_2_1,,Вот. Не промахнулся.,There you go. You didn't miss.
pistol_dream_2_2,,"Я в тебе не сомневался, парень!","I never doubted you, man!"
pistol_dream_2_3,,Ты надежда всех дзинко.,You are the hope of all the Jinko.
pistol_dream_2_4,,"Это всё? Я думал, будет… ну мощнее.","Is that it? I thought it would be… well, more intense."
pistol_dream_2_5,,Еще будешь благодарен за такую точность!,You'll be grateful for that level of accuracy!
pistol_dream_2_6,,Запомни. Империя держится на мелочах.,Remember this: An empire is built on the little things.
pistol_dream_2_7,,А мелочи ломаются легко.,And small things break easily.
pistol_dream_2_8,,Используй новый навык с толком.,Use your new skill wisely.
pistol_dream_2_9,,И не стреляй куда попало.,And don't just shoot anywhere.
pistol_dream_2_10,,Так делают только идиоты.,Only idiots do that.
pistol_dream_2_11,,"Семейка у меня, конечно…","Well, what a family I have..."
temple_stuff_1_1,,Я слышу их… мёртвые говорят снова…,I can hear them… the dead are speaking again…
temple_stuff_1_2,,Храм не должен пасть! Это наш дом!,The temple must not fall! This is our home!
temple_stuff_1_3,,Они идут по коридорам…,They're walking down the hallways…
temple_stuff_1_4,,Они уже внутри!,They're already inside!
temple_stuff_1_5,,Кто-нибудь закройте ворота!,Someone close the gate!
temple_stuff_1_6,,Не трогайте священные колокола!,Don't touch the sacred bells!
temple_stuff_1_7,,Мы присоединимся к мертвым!,We will join the dead!
temple_stuff_1_8,,Я пойду за своим богом!,I will follow my god!
temple_stuff_1_9,,Нужно было бежать из этого места... теперь поздно.,I should have run away from this place... but now it's too late.
temple_stuff_1_10,,"Он обещал, что воскресит мою жену, лжец.",He promised he would bring my wife back to life—what a liar.
temple_stuff_1_11,,Мы должны сражаться до конца.,We must fight to the end.
temple_stuff_1_12,,Дзинко! Имперская шавка!,Dzinko! You imperial mongrel!
temple_stuff_1_13,,Что мы вам сделали? Это наше священное место!,What have we done to you? This is our sacred place!
temple_stuff_1_14,,"Плевать, я не хочу тут сдохнуть!","Screw it, I don't want to die here!"
temple_stuff_1_15,,"Куда ты побежал, жалкий предатель!","Where are you running off to, you pathetic traitor!"
temple_stuff_1_16,,Он нам лгал!,He lied to us!
temple_stuff_1_17,,Скоро я увижу семью...,I'll see my family soon...
temple_melee_1_1,,Эти культисты - настоящие психи...,These cultists are total psychos...
temple_melee_1_2,,Зато резать их проще простого!,But cutting them is a piece of cake!
temple_melee_1_3,,"Ты, Рю, тоже [color=red]ебнутый[/color] на голову!","You, Ryu, are [color=red]crazy[/color] too!"
temple_nigthmare_1_1,,"Монах предсказал, что однажды я принесу гибель тысячам людей.",A monk predicted that one day I would bring about the deaths of thousands of people.
temple_nigthmare_1_2,,"Они отвернулись от меня, хотя я был лишь ребенком.","They turned their backs on me, even though I was just a child."
temple_nigthmare_1_3,,Я ушёл из своей деревни.,I left my village.
temple_nigthmare_1_4,,"Думал, если исчезну — пророчество не сбудется.","I thought that if I disappeared, the prophecy wouldn't come true."
temple_nigthmare_1_5,,Но его слова остались занозой.,But his words left a thorn in my side.
temple_nigthmare_1_6,,Каждый день они звучали в моей голове.,"Every day, those thoughts echoed in my head."
temple_nigthmare_1_7,,А потом я услышал голоса мёртвых.,And then I heard the voices of the dead.
temple_nigthmare_1_8,,"И решил, что смогу всё исправить.",And I decided that I could fix everything.
temple_nigthmare_1_9,,Я обрёл новую семью.,I've found a new family.
temple_nigthmare_1_10,,Они приходили за надеждой. А я погубил их всех.,
temple_nigthmare_1_11,,И себя.,
temple_nigthmare_1_12,,Это не мои воспоминания.,These aren't my memories.
