action,beta_key,weblate_key,ru,translated_langs
rename,dialogue_text_campaign_3_0_22_miniboss_win_2,dialog_text_campaign_3_0_22_miniboss_win_2,"Проклятые пираты! Держите курс на юг, и вы его найдете. Надеюсь, он вас здорово отделает!",
rename,dialogue_text_campaign_3_0_boss_1,dialog_text_campaign_3_0_boss_1,Эй ребята! Как улов?,
rename,dialogue_text_campaign_3_0_boss_2,dialog_text_campaign_3_0_boss_2,"Опять вы. Вы, пиратские отродья, никогда не понимаете с первого раза.",
rename,dialogue_text_campaign_3_0_boss_3,dialog_text_campaign_3_0_boss_3,"Мне просто нужно знать, где искать камни, падающие с небес.",
rename,dialogue_text_campaign_3_0_boss_4,dialog_text_campaign_3_0_boss_4,"И что, я должен просто взять и рассказать тебе? Команда, к бою!",
rename,dialogue_text_campaign_3_0_boss_win_1,dialog_text_campaign_3_0_boss_win_1,"Остановитесь! Достаточно! Хватит крови. Я расскажу все, что знаю. Но после этого вы оставите нас в покое.",
rename,dialogue_text_campaign_3_0_boss_win_2,dialog_text_campaign_3_0_boss_win_2,Даю вам слово.,
rename,dialogue_text_campaign_3_1_region_1,dialog_text_campaign_3_1_region_1,"Мне говорили, что вы, рыбаки, знаете про золото, падающее с неба.",
rename,dialogue_text_campaign_3_1_region_2,dialog_text_campaign_3_1_region_2,Опять это золото… Золото - большой дар. За большой дар нужно много платить.,
rename,dialogue_text_campaign_3_1_region_3,dialog_text_campaign_3_1_region_3,"Мы просим всего лишь наполнять наши сети и расплачиваемся малым… Такие, как ты, похоже, не боятся большой цены.",
rename,dialogue_text_campaign_3_1_region_4,dialog_text_campaign_3_1_region_4,"Такие, как я? Значит, я не первая, кто спрашивает тебя об этом?",
rename,dialogue_text_campaign_3_1_region_5,dialog_text_campaign_3_1_region_5,Дьявол с безумными глазами. Он повел свой проклятый корабль к Мысу Гроз.,
rename,dialogue_text_campaign_3_1_region_6,dialog_text_campaign_3_1_region_6,"Проклятый корабль… Похоже, мы все же догоним Мунблада.",
rename,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Еще одно дыхание жизни, еще одна душа, скованная цепями вечного страха...",
rename,dialogue_text_campaign_3_1_6_miniboss_2,dialog_text_campaign_3_1_6_miniboss_2,Ты... Ты кто такой?,
rename,dialogue_text_campaign_3_1_6_miniboss_3,dialog_text_campaign_3_1_6_miniboss_3,"Лишь скромный слуга. Лишь проводник туда, где нет места страданиям живых.",
rename,dialogue_text_campaign_3_1_6_miniboss_4,dialog_text_campaign_3_1_6_miniboss_4,Слуга? Чей слуга?,
rename,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Я получил свой дар. Я поделюсь им с миром... И все затонет в тишине вечной смерти...,
rename,dialogue_text_campaign_3_1_6_miniboss_win_1,dialog_text_campaign_3_1_6_miniboss_win_1,Ты тоже чувствуешь его? Их ледяной взгляд из глубин..,
rename,dialogue_text_campaign_3_1_6_miniboss_win_2,dialog_text_campaign_3_1_6_miniboss_win_2,Твои слова... они... они безумны.,
rename,dialogue_text_campaign_3_1_6_miniboss_win_3,dialog_text_campaign_3_1_6_miniboss_win_3,"Безумие? Нет, это прозрение. Смерть... это единственное спасение.",
rename,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Я… Давай просто уйдём отсюда…,
rename,dialogue_text_campaign_3_1_14_miniboss_1,dialog_text_campaign_3_1_14_miniboss_1,"Ты снова нашла меня, милая Лиззи.",
rename,dialogue_text_campaign_3_1_14_miniboss_2,dialog_text_campaign_3_1_14_miniboss_2,Мунблад! Ты не сможешь вечно бегать от меня!,
rename,dialogue_text_campaign_3_1_14_miniboss_3,dialog_text_campaign_3_1_14_miniboss_3,"Ты права, Лиззи. Тем более, что с принцем ничего не вышло. Старая карга обманула меня, отправив к этим бесполезным рыбакам…",
rename,dialogue_text_campaign_3_1_14_miniboss_4,dialog_text_campaign_3_1_14_miniboss_4,"Что ж, четверть королевской крови - все еще королевская кровь. Возьмите ее живой, парни! Я буду ждать вас у Алтаря.",
rename,dialogue_text_campaign_3_1_14_miniboss_win,dialog_text_campaign_3_1_14_miniboss_win,"Четверть королевской крови? О чем это он? Не важно! Вперед, к Алтарю! В этот раз Мунблад расплатится за все.",
rename,dialogue_text_campaign_3_1_22_miniboss_1,dialog_text_campaign_3_1_22_miniboss_1,"Боги, что это за вонь?",
rename,dialogue_text_campaign_3_1_22_miniboss_2,dialog_text_campaign_3_1_22_miniboss_2,Не может быть! Этот капитан… мертвый?,
rename,dialogue_text_campaign_3_1_22_miniboss_3,dialog_text_campaign_3_1_22_miniboss_3,"Возвращайтесь назад, смертные! Здесь вы не найдете ничего, кроме собственной гибели.",
rename,dialogue_text_campaign_3_1_22_miniboss_win_1,dialog_text_campaign_3_1_22_miniboss_win_1,"Он, конечно, и так мертв, но, может, еще утопить его? Просто на всякий случай.",
rename,dialogue_text_campaign_3_1_22_miniboss_win_2,dialog_text_campaign_3_1_22_miniboss_win_2,Все вышло из тьмы глубин… И все туда вернется…,
rename,dialogue_text_campaign_3_1_22_miniboss_win_3,dialog_text_campaign_3_1_22_miniboss_win_3,"Все эти колдуны и чудовища… Эти места пропахли магией. Похоже, мы приближаемся к Алтарю.",
rename,dialogue_text_campaign_3_1_boss_1,dialog_text_campaign_3_1_boss_1,"Мунблад, подлая крыса! Что, больше некуда бежать?",
rename,dialogue_text_campaign_3_1_boss_2,dialog_text_campaign_3_1_boss_2,"Здравствуй, маленькая Лиззи. Я уже боялся, что мои люди невзначай прикончили тебя. Ты как раз вовремя.",
rename,dialogue_text_campaign_3_1_boss_3,dialog_text_campaign_3_1_boss_3,Что ты… Что ты сделал с кораблем? Что ты сделал с собой?,
rename,dialogue_text_campaign_3_1_boss_4,dialog_text_campaign_3_1_boss_4,"Напрасно ты искала меня, маленькая Лиззи. Радуйся, ведь твоя жертва не будет напрасной.",
rename,dialogue_text_campaign_3_1_boss_win_1,dialog_text_campaign_3_1_boss_win_1,"Великий Тангароа, почему ты оставил меня? Ах, маленькая Лиззи. Этого ли ты хотела?",
rename,dialogue_text_campaign_3_1_boss_win_2,dialog_text_campaign_3_1_boss_win_2,"Ты угробил мой корабль! Но ничего, золота с неба хватит, чтобы купить новый. Говори, как ты собирался его достать!",
rename,dialogue_text_campaign_3_1_boss_win_3,dialog_text_campaign_3_1_boss_win_3,"Лиззи… Боги требуют за золото великую плату. Я пытался откупиться, но не успел…",
rename,dialogue_text_campaign_3_1_boss_win_4,dialog_text_campaign_3_1_boss_win_4,"Когда я убил того паренька в трюме корабля Гарпий, мне досталось его проклятие. Его метка. И золото. Я думал, это мой шанс. Я мог жить в тени твоего отца, но в твоей… Это слишком, маленькая Лиззи.",
rename,dialogue_text_campaign_3_1_boss_win_5,dialog_text_campaign_3_1_boss_win_5,"Но теперь это твоя забота. Боги щедро заплатят за мою смерть. А потом и за твою. Прощай, маленькая Лиззи.",
rename,dialogue_text_campaign_3_1_boss_afterReward_1,dialog_text_campaign_3_1_boss_afterReward_1,"Мунблад снова обманул меня. Он с кораблем на дне. А я здесь, с проклятым золотом и черной меткой...",
rename,dialogue_text_campaign_3_1_boss_afterReward_2,dialog_text_campaign_3_1_boss_afterReward_2,"Нужно возвращаться в Огненные Земли. Если кто и знает, что делать с этим проклятием, то это Шаманка.",
rename,dialogue_text_campaign_4_0_region_1,dialog_text_campaign_4_0_region_1,"Проклятый шторм! Понятия не имею, где мы. Уйдут недели, пока мы вернемся на прежний курс.",
rename,dialogue_text_campaign_4_0_region_2,dialog_text_campaign_4_0_region_2,"Погоди, я узнаю эти скалы…",
rename,dialogue_text_campaign_4_0_region_3,dialog_text_campaign_4_0_region_3,"Это же Хищные Воды! Наемники из Акульей Стаи считают их своим домом. Нам повезло, я знаю их командора, Джима Коулерса.",
rename,dialogue_text_campaign_4_0_region_4,dialog_text_campaign_4_0_region_4,"Осталось его найти, он не откажет старым друзьям в припасах и безопасном проходе.",
rename,dialogue_text_campaign_4_0_0_win_1,dialog_text_campaign_4_0_0_win_1,Какого черта? Наемники Стаи обычно более дружелюбные. Я припомню это Джиму при встрече…,
rename,dialogue_text_campaign_4_0_6_miniboss_1,dialog_text_campaign_4_0_6_miniboss_1,"Не знаю, кто вы, но вы на территории Акульей Стаи. Разворачивайте свои корабли, или вас ждут последствия.",
rename,dialogue_text_campaign_4_0_6_miniboss_2,dialog_text_campaign_4_0_6_miniboss_2,"Нет необходимости угрожать нам. Мы давние друзья с твоим командором, пропусти нас!",
rename,dialogue_text_campaign_4_0_6_miniboss_3,dialog_text_campaign_4_0_6_miniboss_3,"Я так не думаю, капитан. У моего командора нет друзей. Мистер Винсент, возьмите в плен и допросите этого капитана. Судьба остальных меня не волнует.",
rename,dialogue_text_campaign_4_0_6_win_1,dialog_text_campaign_4_0_6_win_1,"Не понимаю. Почему они напали на нас? Либо они все посходили с ума, либо что-то тут сильно изменилось с нашей последней встречи с Джимом.",
rename,dialogue_text_campaign_4_0_10_win_1,dialog_text_campaign_4_0_10_win_1,Человек за бортом! Джим?! Что ты делаешь посреди моря на этих досках?,
rename,dialogue_text_campaign_4_0_10_win_2,dialog_text_campaign_4_0_10_win_2,"Не верю своим глазам, это же моя Элизабет! Боги услышали мои молитвы!",
rename,dialogue_text_campaign_4_0_10_win_3,dialog_text_campaign_4_0_10_win_3,"Ты не поверишь, столько всего тут произошло. Очень долгая история. Дай мне обсохнуть, мы поднимемся в твою каюту, откроем бочонок рома, и…",
rename,dialogue_text_campaign_4_0_10_win_4,dialog_text_campaign_4_0_10_win_4,"Джим, доски за бортом еще недалеко уплыли. У тебя есть все шансы на них вернуться.",
rename,dialogue_text_campaign_4_0_10_win_5,dialog_text_campaign_4_0_10_win_5,"Моя Элизабет, я уже начал забывать, как ты жестока. Хорошо, тогда краткий вариант для деловых людей: я больше не командор Акульей Стаи. Но это временно!",
rename,dialogue_text_campaign_4_0_10_win_6,dialog_text_campaign_4_0_10_win_6,"Полгода назад в Стаю пришли новички - Байл Молот и его люди. Сначала все шло хорошо, но потом Байл решил, что из него получится гораздо лучший командор Стаи, чем я.",
rename,dialogue_text_campaign_4_0_10_win_6_,dialog_text_campaign_4_0_10_win_6_,"Он захватил мой линкор, мой “Кархародон”, и теперь охотится за мной и верными мне людьми. Но с тобой у нас есть серьезные шансы на победу.",
rename,dialogue_text_campaign_4_0_10_win_7,dialog_text_campaign_4_0_10_win_7,Со мной? Я еще ни на что не соглашалась.,
rename,dialogue_text_campaign_4_0_10_win_8,dialog_text_campaign_4_0_10_win_8,"Кажется, ты забыла, моя Элизабет. Я спас тебя. В том бою не я должен был потерять половину тела и глаз. И не меня должны были прозвать “Праведником”. Ты. Мне. Должна.",
rename,dialogue_text_campaign_4_0_10_win_9,dialog_text_campaign_4_0_10_win_9,"Черт… Джим, я ничего не забыла. Я…",
rename,dialogue_text_campaign_4_0_10_win_10,dialog_text_campaign_4_0_10_win_10,"Ну вот и славно! Отправляемся немедленно! Сначала - в форт этого стервятника Аспера. У него в плену развлекаются мои старые приятели. Не знаю, сколько еще Аспер сможет терпеть этих болванов, но я бы поспешил, пока их не вздернули на рее.",
rename,dialogue_text_campaign_4_0_14_miniboss_1,dialog_text_campaign_4_0_14_miniboss_1,"Капитан Рид, если не ошибаюсь. Кажется, в прошлую нашу встречу произошло некоторое… Недопонимание. Мы ищем нашего общего друга - Праведника Джима. Не попадался ли он вам на пути? Стая волнуется за него.",
rename,dialogue_text_campaign_4_0_14_miniboss_2,dialog_text_campaign_4_0_14_miniboss_2,"Аспер, подлая крыса! Что пообещал Байл за твое предательство?",
rename,dialogue_text_campaign_4_0_14_miniboss_3,dialog_text_campaign_4_0_14_miniboss_3,"Вижу, вы уже нашли его. Что ж. Это будет сложнее, чем я ожидал. Но ненамного. Мистер Мэнис, будьте любезны - отправьте этот корабль на дно. Мне нужен Джим Коулерс. В капитане Рид у нас больше нет нужды. Я буду ждать вас в форте.",
rename,dialogue_text_campaign_4_0_22_miniboss_1,dialog_text_campaign_4_0_22_miniboss_1,Это корабль Золотых Гарпий. Что они тут делают?,
rename,dialogue_text_campaign_4_0_22_miniboss_2,dialog_text_campaign_4_0_22_miniboss_2,"Доброго пути, славные пираты! Мы здесь не для сражений. Я ищу командора Акульей Стаи, у нашего клана есть крайне заманчивое предложение.",
rename,dialogue_text_campaign_4_0_22_miniboss_3,dialog_text_campaign_4_0_22_miniboss_3,"Командор Акульей Стаи перед тобой. Стая всегда готова договориться за разумную плату. Я знаю, Золотые Гарпии славятся…",
rename,dialogue_text_campaign_4_0_22_miniboss_4,dialog_text_campaign_4_0_22_miniboss_4,"Джим Коулерс, он же Праведник Джим, если я не ошибаюсь? Вас трудно не узнать. Мои источники сообщили мне, что вы больше не представляете интересы Стаи. А новый командор крайне заинтересован в вашей персоне. Что ж, если вместе с контрактом я привезу вас, возможно, нам удастся договориться на более выгодных условиях…",
rename,dialogue_text_campaign_4_0_22_miniboss_win_1,dialog_text_campaign_4_0_22_miniboss_win_1,"Золотым Гарпиям придется сильно постараться, чтобы я забыл об этом недоразумении.",
rename,dialogue_text_campaign_4_0_22_miniboss_win_2,dialog_text_campaign_4_0_22_miniboss_win_2,"Может, лучше ты сильно постараешься и не будешь показываться на палубе при встрече с каждым чертовым кораблем?",
rename,dialogue_text_campaign_4_0_boss_1,dialog_text_campaign_4_0_boss_1,"Аспер! Отпусти моих людей, и мы разойдемся мирно! Можешь даже оставить себе эту заплесневелую крепость! Если мы захватим форт силой, мое предложение уже не будет столь щедрым!",
rename,dialogue_text_campaign_4_0_boss_2,dialog_text_campaign_4_0_boss_2,Я приму ваше предложение к сведению…,
rename,dialogue_text_campaign_4_0_boss_3,dialog_text_campaign_4_0_boss_3,"Что ж… Похоже, ваши условия неприемлемы!",
rename,dialogue_text_campaign_4_0_boss_win_1,dialog_text_campaign_4_0_boss_win_1,"Мако, мальчик мой, что они с тобой сделали? Постой, ты всегда таким и был.",
rename,dialogue_text_campaign_4_0_boss_win_2,dialog_text_campaign_4_0_boss_win_2,"Я тоже рад тебя видеть, босс.",
rename,dialogue_text_campaign_4_0_boss_win_3,dialog_text_campaign_4_0_boss_win_3,"Я что-то не вижу твоего брата Яго. Где он, с ним все в порядке?",
rename,dialogue_text_campaign_4_0_boss_win_4,dialog_text_campaign_4_0_boss_win_4,"Не думаю. Его увезли в Акулий Залив. Говорили что-то о том, что он станет примером для всех, кто сопротивляется власти Байла.",
rename,dialogue_text_campaign_4_0_boss_win_5,dialog_text_campaign_4_0_boss_win_5,"Черт. Похоже, нам нужно поторопиться.",
rename,dialogue_text_campaign_4_1_region_1,dialog_text_campaign_4_1_region_1,"Тебе лучше знать, куда могли увезти твоего друга. Залив большой, мы можем неделями искать нужный нам корабль.",
rename,dialogue_text_campaign_4_1_region_2,dialog_text_campaign_4_1_region_2,"Если Байл сохранил хоть какие-то традиции в отряде, то самое подходящее место для казни - это мыс Пилохвостов. Всех предателей и мятежников отвозят туда и скармливают…",
rename,dialogue_text_campaign_4_1_region_3,dialog_text_campaign_4_1_region_3,"О нет, избавь меня от этих подробностей. Команда, поднять паруса!",
rename,dialogue_text_campaign_4_1_6_miniboss_1,dialog_text_campaign_4_1_6_miniboss_1,"Смотрите-ка, что тут у нас, ребята. Обед сам приплыл к нам в руки.",
rename,dialogue_text_campaign_4_1_6_miniboss_2,dialog_text_campaign_4_1_6_miniboss_2,"Не далековато ли ты заплыл от дома, людоед? Испугался, что отправишься там на дно вслед за своим Тираном?",
rename,dialogue_text_campaign_4_1_6_miniboss_3,dialog_text_campaign_4_1_6_miniboss_3,"Байл обещал своим братьям хорошую работенку, но не говорил, что нас ждут еще и вкусные дерзкие моряки. Мне нравится!",
rename,dialogue_text_campaign_4_1_6_miniboss_win_1,dialog_text_campaign_4_1_6_miniboss_win_1,"Ну и сброд же набирает к себе Байл. Надо поспешить, пока он не собрал под своими знаменами отребье со всех семи морей.",
rename,dialogue_text_campaign_4_1_14_miniboss_1,dialog_text_campaign_4_1_14_miniboss_1,"Это и есть Байл Молот? Джим, ты о чем думал, когда принимал это чудовище в Стаю?",
rename,dialogue_text_campaign_4_1_14_miniboss_2,dialog_text_campaign_4_1_14_miniboss_2,"Праведник Джим! Я столько искал тебя, и тут ты сам приходишь ко мне в руки. Это хорошо, не придется второй раз плыть сюда, чтобы скормить всех вас акулам. Братья, разорвите их на куски!",
rename,dialogue_text_campaign_4_1_14_miniboss_win_1,dialog_text_campaign_4_1_14_miniboss_win_1,"Яго, ты заставил нас попотеть, пока мы спасали тебя. Ты совсем не думаешь о своем командоре?",
rename,dialogue_text_campaign_4_1_14_miniboss_win_2,dialog_text_campaign_4_1_14_miniboss_win_2,"Виноват, сэр.",
rename,dialogue_text_campaign_4_1_14_miniboss_win_3,dialog_text_campaign_4_1_14_miniboss_win_3,"Это совсем неправильно. В следующий раз, если отправишься на корм рыбам, не смей больше показываться мне на глаз!",
rename,dialogue_text_campaign_4_1_14_miniboss_win_4,dialog_text_campaign_4_1_14_miniboss_win_4,"Похоже, вся команда в сборе. Пора показать Байлу, кто хозяин Стаи.",
rename,dialogue_text_campaign_4_1_22_miniboss_1,dialog_text_campaign_4_1_22_miniboss_1,"Я смотрю, у твоих новых друзей острые зубы, Джим.",
rename,dialogue_text_campaign_4_1_22_miniboss_2,dialog_text_campaign_4_1_22_miniboss_2,"А у твоих прилипал их все меньше, Байл.",
rename,dialogue_text_campaign_4_1_22_miniboss_3,dialog_text_campaign_4_1_22_miniboss_3,"Мне это начинает надоедать. Братья, кто принесет мне их головы - получит столько золота, сколько сможет унести с собой!",
rename,dialogue_text_campaign_4_1_boss_1,dialog_text_campaign_4_1_boss_1,"Пора с этим заканчивать, Байл. Я пришел забрать то, что по праву принадлежит мне!",
rename,dialogue_text_campaign_4_1_boss_2,dialog_text_campaign_4_1_boss_2,"Твоя по праву - лишь веревка и место на рее. Раз мои братья не могут этого сделать, я сам убью тебя!",
rename,dialogue_text_campaign_4_1_boss_win_1,dialog_text_campaign_4_1_boss_win_1,"Что ж, это был славный бой, парень. Вперед, делай, что должен.",
rename,dialogue_text_campaign_4_1_boss_win_2,dialog_text_campaign_4_1_boss_win_2,"О, нет-нет, ты будешь жить, Байл Молот. Жить и жалеть о своем предательстве. Камера в форте уже ждет тебя. Яго, Мако! Проводите сэра Молота в его новый дом.",
rename,dialogue_text_campaign_4_1_boss_afterReward_1,dialog_text_campaign_4_1_boss_afterReward_1,"Похоже, нам пора прощаться.",
rename,dialogue_text_campaign_4_1_boss_afterReward_2,dialog_text_campaign_4_1_boss_afterReward_2,Уже? Ты бросишь бедного калеку одного среди этих проходимцев?,
rename,dialogue_text_campaign_4_1_boss_afterReward_3,dialog_text_campaign_4_1_boss_afterReward_3,"Прекрати, мы оба знаем, что твои шутки несмешные.",
rename,dialogue_text_campaign_4_1_boss_afterReward_4,dialog_text_campaign_4_1_boss_afterReward_4,"Ты разбиваешь мне сердце. Хочешь, чтобы слева у меня вообще ничего целого не осталось?",
rename,dialogue_text_campaign_4_1_boss_afterReward_5,dialog_text_campaign_4_1_boss_afterReward_5,"Ладно. Спасибо тебе, я никогда не забуду об этом. И всегда приду тебе на выручку, если понадобится. Возможно даже рискну жизнью еще раз. За достойную оплату, разумеется.",
rename,dialogue_text_campaign_4_1_boss_afterReward_6,dialog_text_campaign_4_1_boss_afterReward_6,Я запомню. Постарайся больше не попадать в такие передряги.,
rename,dialogue_text_campaign_4_1_boss_afterReward_7,dialog_text_campaign_4_1_boss_afterReward_7,"Имеешь в виду - не нанимать банду психопатов-людоедов к себе на службу? Не знаю, звучит слишком заманчиво. Попутного тебе ветра, моя Элизабет.",
rename,dialogue_text_campaign_4_1_boss_afterReward_8,dialog_text_campaign_4_1_boss_afterReward_8,"Удачи, Джим Коулерс.",
rename,ability_name_captain_heal_throw,ability_name_crew_captain_heal_throw,Лечебный ром,
rename,ability_description_captain_heal_throw,ability_description_crew_captain_heal_throw,Бросает {0} бочки с лечебным зельем в союзных матросов (приоритет — раненым). Лечение: {1}/с в течение {2}с,
add,item_description_cannon_big_rocket,,"Выпускает ракету, которая пробивает цели на своем пути, пока у нее хватает прочности и урона. При уничтожении поджигает палубу вокруг.",15
add,loading_screen_long_tip_0,,"Пушки наносят большой урон, но становятся бесполезны, если канониры погибли. Размещай артиллерию в задних рядах и прикрывай щитами от вражеских стрелков.",15
add,loading_screen_long_tip_1,,"Бойцы ближнего боя эффективны в абордаже, перепрыгнув на вражескую палубу они легко перебьют стрелков и канониров. Главное - дожить до решающего момента.",15
add,loading_screen_long_tip_2,,"Стрелки за пару залпов расправятся с беззащитными вражескими канонирами, но с трудом пробивают бойцов, прячущихся за щитами. Задача стрелков - нанести максимальный урон до абордажа.",15
add,loading_screen_long_tip_3,,"У матросов и оборудования встречается броня от разных типов урона - холодного оружия, пуль, взрывов и т.д. Выбирай улучшения с умом или меняй по ситуации.",15
add,loading_screen_long_tip_4,,"Каждый капитан обладает уникальными способностями, усиливающими разных матросов или пушки. Изучи их, чтобы выбрать наиболее подходящего для каждого корабля.",15
add,loading_screen_long_tip_5,,"Матросы, капитаны и оборудование могут иметь разные роли - нанесение урона, защита или поддержка. Залог победы в грамотном балансе между ними. ",15
add,loading_screen_long_tip_6,,"Суперудары капитанов заряжаются при попадании по врагу. Накопив достаточно ярости, капитан применяет особую мощную атаку или способность.",15
add,loading_screen_long_tip_7,,"Картечница наносит урон по большой площади, но долго заряжается. Если вражеские картечницы успели выстрелить, на помошь придет только Воздушный Охотник или удача.",15
add,loading_screen_long_tip_8,,"Огонь наносит большой урон корпусу корабля. Если на палубе осталось мало матросов и пожар тушить уже некому, корабль скоро будет уничтожен.",15
add,loading_screen_long_tip_9,,"Корабли обладают особыми свойствами и способностями - некоторые хороши для абордажа, другие - для затяжного боя на дистанции. Учитывай это при выборе команды и расстановке оборудования на палубе.",15
add,ability_name_machinegun_resist_shred,,Решето,15
add,ability_name_cannon_anti_projectile_auto_fire,,Заводной механизм,15
add,ability_description_machinegun_resist_shred,,"Каждый выстрел снижает защиту цели от <sprite name=""bullet""> урона на 3%.",15
add,ability_description_cannon_anti_projectile_auto_fire,,"При потере канониров ""Воздушный охотник"" сохраняет возможность стрельбы, но с уменьшенной в 4 раза скорострельностью",15
add,ability_name_cannon_rocket_reinforcement,,Усиленная ракета,15
add,ability_description_cannon_rocket_reinforcement,,Увеличивает прочность ракеты на 20%,15
add,ability_name_cannon_rocket_aoe_radius,,Мощный заряд,15
add,ability_description_cannon_rocket_aoe_radius,,Увеличивает радиус взрыва на 0.5м,15
add,ability_name_cannon_rocket_shrapnel,,Осколки,15
add,ability_description_cannon_rocket_shrapnel,,При взрыве ракета разбрасывает 8 осколков во все стороны. Каждый осколок наносит 40% урона пушки и пробивает до 2 целей.,15
add,ability_name_cannon_rocket_no_ignite,,Огнеупорный лафет,15
add,ability_description_cannon_rocket_no_ignite,,При уничтожении не поджигает палубу вокруг,15
add,ability_name_cannon_rocket_soft_target,,Точно в цель,15
add,ability_description_cannon_rocket_soft_target,,После выстрела ракета доворачивает до ближайшей цели по траектории полета,15
add,item_info_shield_aura_periodic_damage,,Урон от ауры,15
add,item_info_shield_aura_periodic_damage_description,,"Урон, наносимый аурой щита всем вражеским матросам в радиусе действия",15
add,item_info_shield_aura_radius,,Радиус ауры,15
add,item_info_shield_aura_radius_description,,Радиус действия ауры щита,15
add,button_name_battle_pass_novice,,Больше наград,15
add,clans_tab_clan_uphrades,,Исследования,15
add,clan_upgrade_node_level,,{0}/{1},15
add,clan_upgrade_node_level_max,,МАКС,15
add,clan_joined_notification,,Вы вступили в клан «{0}»,15
add,clan_level,,{0} Уровень,15
add,clans_error_rejoin_cooldown,,Присоединиться к клану снова можно будет через {0},15
add,reward_type_clan_activity_points,,Очки активности,15
add,title_resourse_tips_clan_activity_points,,Очки активности,15
add,description_resourse_tips_clan_activity_points,,"Показатель активности клана. Все очки, полученные участниками клана, добавляются в сундук клана",15
add,description_resourse_tips_not_enough_clan_activity_points,,Очки активности можно получить за активности в клане и покупки спецпредложений в магазине клана,15
add,reward_type_amethysts,,Аметисты,15
add,title_resourse_tips_amethysts,,Аметисты,15
add,description_resourse_tips_amethysts,,"Самая редкая валюта в пиратском мире. Можно купить в магазине клана, получить бонус от покупок других участников клана или как награду за иные активности клана",15
add,description_resourse_tips_not_enough_amethysts,,Дополнительные аметисты можно купить в магазине клана или заработать за клановые активности,15
add,clan_upgrade_dialog_exp,,для клана,15
add,clans_tab_clan_shop,,Торговец,15
add,clan_upgrade_dialog_reward_per_transaction,,Награда за взнос:,15
add,clan_level_restriction_label,,Уровень клана {0},15
add,clan_upgrade_dialog_locked_by_level,,Откроется на {0} уровне клана,15
add,clan_offer_availability,,Доступно: 1,15
add,clan_upgrade_dialog_locked_by_tree,,Не сделаны предыдущие улучшения,15
add,clan_upgrade_dialog_not_enough_resources,,Ещё не собраны все ресурсы для улучшения,15
add,clan_upgrade_dialog_insufficient_role,,Только лидер и офицеры могут делать улучшения,15
add,clan_upgrade_dialog_donate_daily_limit_reached,,Пожертвовать каждый из ресурсов можно один раз в день,15
add,clan_upgrade_dialog_donate_resource_full,,Ресурс заполнен,15
add,clan_upgrade_dialog_donate_level_too_low,,Доступно с {0} уровня игрока,15
add,clan_offer_card_gift_label,,Друзьям клана,15
add,clan_upgrade_dialog_timer_next_day,,Снова пожертвовать можно через {0},15
add,shop_name_clan_offer_1,,Горсть аметистов,15
add,clan_upgrade_dialog_upgrade_button,,Улучшить,15
add,shop_name_clan_offer_2,,Мешок аметистов,15
add,clan_upgrade_dialog_transaction_button,,Внести,15
add,shop_name_clan_offer_3,,Сундук аметистов,15
add,ability_name_ship_clan_sailors_health,,Здоровяк,15
add,clan_offer_description_1,,Возьми набор для себя и сможешь отправить,15
add,ability_description_ship_clan_sailors_health,,"+{0} к здоровью <voffset=-0.2em><size=18><sprite name=""human""></size></voffset> матросов",15
add,clan_offer_description_2,,в подарок всем в клане!,15
add,ability_name_ship_clan_bullet_damage,,Свинцовый поцелуй,15
add,chat_message_clan_gift,,"<color=#90EE90>Нажмите</color>, чтобы получить подарок",15
add,ability_description_ship_clan_bullet_damage,,"+{0} к урону <voffset=-0.2em><size=18><sprite name=""bullet""></size></voffset> пулями",15
add,chat_message_clan_gift_received,,Подарок получен,15
add,ability_name_ship_clan_weapon_damage,,Тяжелый клинок,15
add,clan_gift_toggle_label,,Отправить подарок в чат клана,15
add,ability_description_ship_clan_weapon_damage,,"{0} к урону <voffset=-0.2em><size=18><sprite name=""melee""></size></voffset> оружием",15
add,description_clan_gift_hint,,"Уверен, что не хочешь делиться?
Только ты получишь аметисты.",15
add,ability_name_ship_clan_explosive_damage,,Черный порох,15
add,title_clans_tab_clan_shop_unavailable_hint,,Клановый магазин недоступен,15
add,ability_description_ship_clan_explosive_damage,,"{0} к урону <voffset=-0.2em><size=18><sprite name=""explosion""></size></voffset> взрывами",15
add,ability_name_ship_clan_lightning_defense,,Громоотвод,15
add,ability_description_ship_clan_lightning_defense,,"{0} к защите от <voffset=-0.2em><size=18><sprite name=""lightning""></size></voffset> молний",15
add,ability_name_ship_clan_fire_defense,,Огнестойкость,15
add,ability_description_ship_clan_fire_defense,,"{0} к защите от <voffset=-0.2em><size=18><sprite name=""fire""></size></voffset> огня",15
add,ability_name_ship_clan_poison_defense,,Противоядие,15
add,ability_description_ship_clan_poison_defense,,"{0} к защите от <voffset=-0.2em><size=18><sprite name=""decay""></size></voffset> яда",15
add,ability_name_ship_clan_lightning_damage,,Разряд,15
add,ability_description_ship_clan_lightning_damage,,"+{0} к урону <voffset=-0.2em><size=18><sprite name=""lightning""></size></voffset> молниями",15
