kind,lang,beta_key,weblate_key,beta_value,weblate_value,weblate_last_updated,take,rule
rename,it,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,"Ci stiamo dirigendo verso il Limite di Ghiaccio! È un posto pericoloso, avremo bisogno di una nave migliore. Compriamo un <color=#1DEEFC>brigantino nuovo di zecca.</color> E una pinta di rum! Offro io!","Ci stiamo dirigendo verso il Limite di Ghiaccio! È un posto pericoloso, avremo bisogno di una nave migliore. Compriamo un <color=#1DEEFC>brigantino nuovo di zecca.</color> E una pinta di rum! Offro io.",2026-08-16T07:19,beta,review
rename,id,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,"Kita menuju ke Frostwind Edge! Ini tempat yang berbahaya, kita akan membutuhkan kapal yang lebih baik. Mari kita beli <color=#1DEEFC>kapal brigantine baru.</color> Dan satu pint rum! Aku yang traktir!","Kita menuju ke Frostwind Edge! Ini tempat yang berbahaya, kita akan membutuhkan kapal yang lebih baik. Mari kita beli <color=#1DEEFC>kapal brigantine baru.</color> Dan satu pint rum! Aku yang traktir.",2026-08-16T07:19,beta,review
rename,cn,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,我们要去寒风之崖！那是个危险的地方，我们需要一艘更好的船。我们买一艘<color=#1DEEFC>全新的双桅船</color>吧。还有一品脱朗姆酒！我请客！,我们要去寒风之崖！那是个危险的地方，我们需要一艘更好的船。我们买一艘<color=#1DEEFC>全新的双桅船</color>吧。还有一品脱朗姆酒！我请客。,2026-08-16T07:19,beta,review
rename,kr,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,우리는 프로스트윈드 엣지로 향하고 있어! 위험한 곳이라 더 좋은 배가 필요해. <color=#1DEEFC>새 브리그 선</color>을 사자. 그리고 럼주 한 파인트! 내가 쏠게!,우리는 프로스트윈드 엣지로 향하고 있어! 위험한 곳이라 더 좋은 배가 필요해. <color=#1DEEFC>새 브리그 선</color>을 사자. 그리고 럼주 한 파인트! 내가 쏠게.,2026-08-16T07:19,beta,review
rename,jp,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,我々はフロストウィンド・エッジに向かっている！危険な場所だから、もっと良い船が必要だ。<color=#1DEEFC>真新しいブリッグ</color>を買おう。そしてラム酒を1パイント！おごりだ！,我々はフロストウィンド・エッジに向かっている！危険な場所だから、もっと良い船が必要だ。<color=#1DEEFC>真新しいブリッグ</color>を買おう。そしてラム酒を1パイント！おごりだ。,2026-08-16T07:19,beta,review
rename,tr,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,"Frostwind Edge'e gidiyoruz! Tehlikeli bir yer, daha iyi bir gemiye ihtiyacımız olacak. <color=#1DEEFC>Sıfır bir brig.</color> ve bir pint rom alalım! Benden!","Frostwind Edge'e gidiyoruz! Tehlikeli bir yer, daha iyi bir gemiye ihtiyacımız olacak. <color=#1DEEFC>Sıfır bir brig.</color> ve bir pint rom alalım! Benden.",2026-08-16T07:19,beta,review
rename,vi,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,"Chúng ta đang hướng đến Frostwind Edge! Đó là một nơi nguy hiểm, chúng ta sẽ cần một con tàu tốt hơn. Hãy mua một <color=#1DEEFC>chiếc brig mới tinh.</color> Và một vại rượu rum! Tôi khao!","Chúng ta đang hướng đến Frostwind Edge! Đó là một nơi nguy hiểm, chúng ta sẽ cần một con tàu tốt hơn. Hãy mua một <color=#1DEEFC>chiếc brig mới tinh.</color> Và một vại rượu rum! Tôi khao.",2026-08-16T07:19,beta,review
rename,nl,dialogue_text_campaign_0_0_boss_afterReward,dialog_text_campaign_0_0_boss_afterReward,"We gaan naar Frostwind Edge! Het is een gevaarlijke plek, we hebben een beter schip nodig. Laten we een <color=#1DEEFC>gloednieuwe brik</color> kopen. En een pint rum! Op mijn kosten!","We gaan naar Frostwind Edge! Het is een gevaarlijke plek, we hebben een beter schip nodig. Laten we een <color=#1DEEFC>gloednieuwe brik</color> kopen. En een pint rum! Op mijn kosten.",2026-08-16T07:19,beta,review
rename,fr,dialogue_text_campaign_1_0_region_2,dialog_text_campaign_1_0_region_2,"Cependant, le chemin n'est pas court. Et il ne sera guère paisible. Préparez-vous tous, nous partons !","Cependant, le chemin n'est pas court. Et il ne sera guère paisible. Préparez-vous tous, nous partons !",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_6_miniboss_1,dialog_text_campaign_1_0_6_miniboss_1,"Cela fait longtemps, capitaine Reed. Je suppose que vous êtes ici pour Moonblood ? Eh bien, vous devrez attendre votre tour.","Cela fait longtemps, capitaine Reed. Je suppose que vous êtes ici pour Moonblood ? Eh bien, vous devrez attendre votre tour.",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_6_miniboss_2,dialog_text_campaign_1_0_6_miniboss_2,Capitaine Terreur ! Il a réussi à t'embêter aussi ? Pourquoi ne pas unir nos forces ?,Capitaine Terreur ! Il a réussi à t'embêter aussi ? Pourquoi ne pas unir nos forces ?,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_6_miniboss_4,dialog_text_campaign_1_0_6_miniboss_4,"Oh non ! C'est mon navire, et la vie de Moonblood est aussi la mienne !","Oh non ! C'est mon navire, et la vie de Moonblood est aussi la mienne !",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_6_miniboss_win_1,dialog_text_campaign_1_0_6_miniboss_win_1,Merde ! Je ne peux pas laisser Terror couler mon navire !,Merde ! Je ne peux pas laisser Terror couler mon navire !,,weblate,cleanup
rename,ru,dialogue_text_campaign_1_0_14_miniboss_1,dialog_text_campaign_1_0_14_miniboss_1,"Кажется, я знаю этот флаг... Это что, Кривой Джек?","Кажется, я знаю этот флаг… Это что, Кривой Джек?",,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_1_0_14_miniboss_1,dialog_text_campaign_1_0_14_miniboss_1,"Je crois que je connais ce drapeau... C'est Crooked Jack, non ?","Je crois que je connais ce drapeau... C'est Crooked Jack, non ?",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_14_miniboss_2,dialog_text_campaign_1_0_14_miniboss_2,"Ha ha ! Elizabeth Reed, nous nous retrouvons ! L'heure est venue de régler nos comptes !","Ha ha ! Elizabeth Reed, nous nous retrouvons ! L'heure est venue de régler nos comptes !",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_14_miniboss_3,dialog_text_campaign_1_0_14_miniboss_3,"Jack, la dernière défaite ne t'a pas suffi ?","Jack, la dernière défaite ne t'a pas suffi ?",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_14_miniboss_4,dialog_text_campaign_1_0_14_miniboss_4,Tu m'as humilié ! Et tu vas le payer !,Tu m'as humilié ! Et tu vas le payer !,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_14_miniboss_win_2,dialog_text_campaign_1_0_14_miniboss_win_2,Ce n'est pas la fin !,Ce n'est pas la fin !,,weblate,cleanup
rename,en,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Every time it's the same thing. Just find yourself another archenemy already.,Every time it's the same thing. Just find yourself another archenemy already,,weblate,cleanup
rename,es,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Siempre es lo mismo. Ya búscate otro archienemigo.,Siempre es lo mismo. Ya búscate otro archienemigo,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,C'est toujours la même chose. Trouvez-vous un autre ennemi juré.,C'est toujours la même chose. Trouvez-vous un autre ennemi juré,,weblate,cleanup
rename,pt,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,É sempre a mesma coisa. Arranja outro arqui-inimigo.,É sempre a mesma coisa. Arranja outro arqui-inimigo,,weblate,cleanup
rename,pl,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Za każdym razem to samo. Znajdź sobie wreszcie innego arcywroga.,Za każdym razem to samo. Znajdź sobie wreszcie innego arcywroga,,weblate,cleanup
rename,de,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Jedes Mal das Gleiche. Such dir endlich einen anderen Erzfeind.,Jedes Mal das Gleiche. Such dir endlich einen anderen Erzfeind,,weblate,cleanup
rename,it,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Ogni volta è la stessa storia. Trovati un altro arcinemico.,Ogni volta è la stessa storia. Trovati un altro arcinemico,,weblate,cleanup
rename,id,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Setiap kali selalu sama. Cari saja musuh bebuyutan yang lain.,Setiap kali selalu sama. Cari saja musuh bebuyutan yang lain,,weblate,cleanup
rename,cn,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,每次都这样。你找个新的死对头吧。,每次都这样。你找个新的死对头吧,,weblate,cleanup
rename,kr,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,매번 똑같은 일이 벌어지네. 그냥 다른 숙적을 찾아.,매번 똑같은 일이 벌어지네. 그냥 다른 숙적을 찾아,,weblate,cleanup
rename,jp,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,いつも同じことの繰り返しだ。いい加減別の宿敵を見つけたらどうだ。,いつも同じことの繰り返しだ。いい加減別の宿敵を見つけたらどうだ,,weblate,cleanup
rename,tr,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Her seferinde aynı şey. Kendine bir baş düşman bul artık.,Her seferinde aynı şey. Kendine bir baş düşman bul artık,,weblate,cleanup
rename,vi,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Lúc nào cũng như vậy. Tìm một kẻ thù khác đi.,Lúc nào cũng như vậy. Tìm một kẻ thù khác đi,,weblate,cleanup
rename,nl,dialogue_text_campaign_1_0_14_miniboss_win_3,dialog_text_campaign_1_0_14_miniboss_win_3,Het is elke keer hetzelfde. Zoek jezelf een andere aartsvijand.,Het is elke keer hetzelfde. Zoek jezelf een andere aartsvijand,,weblate,cleanup
rename,ru,dialogue_text_campaign_1_0_22_miniboss_1,dialog_text_campaign_1_0_22_miniboss_1,Впереди ветхий корабль... Неужели это старый Барбосса?,Впереди ветхий корабль… Неужели это старый Барбосса?,,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_1_0_22_miniboss_1,dialog_text_campaign_1_0_22_miniboss_1,"Devant, un vieux navire... Est-ce le vieux Barbossa ?","Devant, un vieux navire... Est-ce le vieux Barbossa ?",,weblate,cleanup
rename,en,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! You've been away from piracy for a long time...,Barbossa! You've been away from piracy for a long time…,,weblate,cleanup
rename,es,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,¡Barbosa! Has estado fuera de la piratería durante mucho tiempo...,¡Barbosa! Has estado fuera de la piratería durante mucho tiempo…,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa ! Tu es éloigné de la piraterie depuis longtemps...,Barbossa ! Tu es éloigné de la piraterie depuis longtemps…,,weblate,cleanup
rename,pt,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Você está afastado da pirataria há muito tempo...,Barbossa! Você está afastado da pirataria há muito tempo…,,weblate,cleanup
rename,pl,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Dawno już opuściłeś piractwo...,Barbossa! Dawno już opuściłeś piractwo…,,weblate,cleanup
rename,de,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Du bist schon lange weg vom Piratenleben...,Barbossa! Du bist schon lange weg vom Piratenleben…,,weblate,cleanup
rename,it,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Sei lontano dalla pirateria da molto tempo...,Barbossa! Sei lontano dalla pirateria da molto tempo…,,weblate,cleanup
rename,th,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,บาร์บอสซ่า! คุณห่างจากการเป็นโจรสลัดมานานแล้ว...,บาร์บอสซ่า! คุณห่างจากการเป็นโจรสลัดมานานแล้ว…,,weblate,cleanup
rename,id,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Kamu sudah lama meninggalkan dunia bajak laut...,Barbossa! Kamu sudah lama meninggalkan dunia bajak laut…,,weblate,cleanup
rename,kr,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,바르보사! 너는 아주 오랫동안 해적에서 떠났잖아...,바르보사! 너는 아주 오랫동안 해적에서 떠났잖아…,,weblate,cleanup
rename,jp,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,バルボッサ！君はもう長いこと海賊を離れているじゃないか...,バルボッサ！君はもう長いこと海賊を離れているじゃないか…,,weblate,cleanup
rename,tr,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Piratlıktan uzun zamandır uzaklaştın...,Barbossa! Piratlıktan uzun zamandır uzaklaştın…,,weblate,cleanup
rename,vi,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Ông đã rời xa giới cướp biển lâu lắm rồi...,Barbossa! Ông đã rời xa giới cướp biển lâu lắm rồi…,,weblate,cleanup
rename,nl,dialogue_text_campaign_1_0_22_miniboss_3,dialog_text_campaign_1_0_22_miniboss_3,Barbossa! Je bent al lang weg van piraterij...,Barbossa! Je bent al lang weg van piraterij…,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_22_miniboss_4,dialog_text_campaign_1_0_22_miniboss_4,"C'est vrai. Mais Moonblood m'a rappelé une vieille dette. Ne pense pas que je sois heureux de cela. Équipage, chargez les canons !","C'est vrai. Mais Moonblood m'a rappelé une vieille dette. Ne pense pas que je sois heureux de cela. Équipage, chargez les canons !",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_3,dialog_text_campaign_1_0_boss_3,Il est parti comme ça ? Tu as fait un deal avec lui ? Et ta vengeance ?,Il est parti comme ça ? Tu as fait un deal avec lui ? Et ta vengeance ?,,weblate,cleanup
rename,es,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"A veces ocurren fuerzas incontrolables, Capitán Reed. Tu ex-cuartermaster es justo esa fuerza. A diferencia de ti...","A veces ocurren fuerzas incontrolables, Capitán Reed. Tu ex-cuartermaster es justo esa fuerza. A diferencia de ti…",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Parfois, il y a des forces incontrôlables, capitaine Reed. Ton ancien quartier-maître est justement une de ces forces. Ce qui n'est pas le cas de toi...","Parfois, il y a des forces incontrôlables, capitaine Reed. Ton ancien quartier-maître est justement une de ces forces. Ce qui n'est pas le cas de toi…",,weblate,cleanup
rename,pt,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Às vezes, existem forças incontroláveis, Capitão Reed. Seu ex-quartel-mestre é exatamente essa força. O que não se pode dizer de você...","Às vezes, existem forças incontroláveis, Capitão Reed. Seu ex-quartel-mestre é exatamente essa força. O que não se pode dizer de você…",,weblate,cleanup
rename,pl,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Czasami zdarzają się siły, których nie da się kontrolować, kapitanie Reed. Twój były kwatermistrz to właśnie taka siła. Czego nie można powiedzieć o tobie...","Czasami zdarzają się siły, których nie da się kontrolować, kapitanie Reed. Twój były kwatermistrz to właśnie taka siła. Czego nie można powiedzieć o tobie…",,weblate,cleanup
rename,de,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Manchmal gibt es unkontrollierbare Kräfte, Captain Reed. Dein ehemaliger Quartiermeister ist genau so eine Kraft. Was man über dich nicht sagen kann...","Manchmal gibt es unkontrollierbare Kräfte, Captain Reed. Dein ehemaliger Quartiermeister ist genau so eine Kraft. Was man über dich nicht sagen kann…",,weblate,cleanup
rename,it,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"A volte ci sono forze incontrollabili, Capitano Reed. Il tuo ex quartiermastro è proprio una di queste forze. Cosa che non si può dire di te...","A volte ci sono forze incontrollabili, Capitano Reed. Il tuo ex quartiermastro è proprio una di queste forze. Cosa che non si può dire di te…",,weblate,cleanup
rename,th,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"บางครั้งก็มีแรงที่ไม่สามารถควบคุมได้, กัปตันรีด. อดีตผู้ดูแลของคุณเป็นแรงที่ไม่สามารถควบคุมได้เช่นกัน. ซึ่งไม่สามารถพูดได้เกี่ยวกับคุณ...","บางครั้งก็มีแรงที่ไม่สามารถควบคุมได้, กัปตันรีด. อดีตผู้ดูแลของคุณเป็นแรงที่ไม่สามารถควบคุมได้เช่นกัน. ซึ่งไม่สามารถพูดได้เกี่ยวกับคุณ…",,weblate,cleanup
rename,id,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Terkadang ada kekuatan yang tak terkontrol, Kapten Reed. Mantan kepala penjaga Anda adalah kekuatan seperti itu. Yang tidak bisa saya katakan tentang Anda...","Terkadang ada kekuatan yang tak terkontrol, Kapten Reed. Mantan kepala penjaga Anda adalah kekuatan seperti itu. Yang tidak bisa saya katakan tentang Anda…",,weblate,cleanup
rename,cn,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,有时候，会有无法抗拒的力量，瑞德船长。你的前舵手正是这种力量。和你不一样...,有时候，会有无法抗拒的力量，瑞德船长。你的前舵手正是这种力量。和你不一样…,,weblate,cleanup
rename,kr,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"가끔은 제어할 수 없는 힘이 있죠, 리드 선장. 당신의 전 선임 수석 항해사는 바로 그런 힘이에요. 당신에게는 그렇지 않지만...","가끔은 제어할 수 없는 힘이 있죠, 리드 선장. 당신의 전 선임 수석 항해사는 바로 그런 힘이에요. 당신에게는 그렇지 않지만…",,weblate,cleanup
rename,tr,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Bazen kontrol edilemeyen güçler vardır, Kaptan Reed. Eski çeyrekbaşınız tam olarak böyle bir güç. Senin hakkında söyleyemeyeceğimiz şeyler var...","Bazen kontrol edilemeyen güçler vardır, Kaptan Reed. Eski çeyrekbaşınız tam olarak böyle bir güç. Senin hakkında söyleyemeyeceğimiz şeyler var…",,weblate,cleanup
rename,nl,dialogue_text_campaign_1_0_boss_4,dialog_text_campaign_1_0_boss_4,"Soms zijn er krachten buiten onze macht, Kapitein Reed. Uw voormalige kwartiermeester is zo'n kracht. In tegenstelling tot u...","Soms zijn er krachten buiten onze macht, Kapitein Reed. Uw voormalige kwartiermeester is zo'n kracht. In tegenstelling tot u…",,weblate,cleanup
rename,en,dialogue_text_campaign_1_0_boss_win_1,dialog_text_campaign_1_0_boss_win_1,"What did Moonblood  bribe you with, Terror?","What did Moonblood bribe you with, Terror?",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_win_1,dialog_text_campaign_1_0_boss_win_1,"Avec quoi Moonblood t'a-t-il acheté, Terror ?","Avec quoi Moonblood t'a-t-il acheté, Terror ?",,weblate,cleanup
rename,es,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,No me pagó ni una onza de oro. Y se fue hacia el este. Deberías haber visto lo que hizo con tu galeón...,No me pagó ni una onza de oro. Y se fue hacia el este. Deberías haber visto lo que hizo con tu galeón…,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Il ne m'a payé aucune once d'or. Et il est parti vers l'est. Tu aurais vu ce qu'il a fait à ton galion...,Il ne m'a payé aucune once d'or. Et il est parti vers l'est. Tu aurais vu ce qu'il a fait à ton galion…,,weblate,cleanup
rename,pt,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Ele não me pagou nem uma onça de ouro. E foi para o leste. Você deveria ver o que ele fez com seu galeão...,Ele não me pagou nem uma onça de ouro. E foi para o leste. Você deveria ver o que ele fez com seu galeão…,,weblate,cleanup
rename,pl,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,"Nie zapłacił mi ani uncji złota. I poszedł na wschód. Powinnaś była zobaczyć, co zrobił z twoim galeonem...","Nie zapłacił mi ani uncji złota. I poszedł na wschód. Powinnaś była zobaczyć, co zrobił z twoim galeonem…",,weblate,cleanup
rename,de,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,"Er hat mir keinen einzigen Unzen Gold gezahlt. Und er ist nach Osten gegangen. Du hättest gesehen, was er mit deinem Galeonen gemacht hat...","Er hat mir keinen einzigen Unzen Gold gezahlt. Und er ist nach Osten gegangen. Du hättest gesehen, was er mit deinem Galeonen gemacht hat…",,weblate,cleanup
rename,it,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Non mi ha pagato nemmeno un'oncia d'oro. E se n'è andato verso est. Avresti dovuto vedere cosa ha fatto con il tuo galeone...,Non mi ha pagato nemmeno un'oncia d'oro. E se n'è andato verso est. Avresti dovuto vedere cosa ha fatto con il tuo galeone…,,weblate,cleanup
rename,th,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,เขาไม่ได้จ่ายทองแม้แต่สักออนซ์เดียว และเขาก็ไปทางทิศตะวันออก คุณควรเห็นสิ่งที่เขาทำกับเรือเกลียงของคุณ...,เขาไม่ได้จ่ายทองแม้แต่สักออนซ์เดียว และเขาก็ไปทางทิศตะวันออก คุณควรเห็นสิ่งที่เขาทำกับเรือเกลียงของคุณ…,,weblate,cleanup
rename,id,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Dia tidak membayar saya bahkan sebutir emas. Dan dia pergi ke timur. Anda seharusnya melihat apa yang dia lakukan dengan galeon Anda...,Dia tidak membayar saya bahkan sebutir emas. Dan dia pergi ke timur. Anda seharusnya melihat apa yang dia lakukan dengan galeon Anda…,,weblate,cleanup
rename,cn,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,他没付我一盎司黄金。然后他朝东去了。你该看看他对你的战舰做了什么...,他没付我一盎司黄金。然后他朝东去了。你该看看他对你的战舰做了什么…,,weblate,cleanup
rename,kr,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,그는 내게 금 한 온스도 지불하지 않았다. 그리고 동쪽으로 갔다. 네가 네 갤리온이 어떻게 됐는지 봤다면...,그는 내게 금 한 온스도 지불하지 않았다. 그리고 동쪽으로 갔다. 네가 네 갤리온이 어떻게 됐는지 봤다면…,,weblate,cleanup
rename,jp,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,彼は私に金一オンスも払わなかった。そして東へ行った。あなたのガレオンがどうなったか、あなたは見たほうがいい...,彼は私に金一オンスも払わなかった。そして東へ行った。あなたのガレオンがどうなったか、あなたは見たほうがいい…,,weblate,cleanup
rename,tr,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Bana bir ons altın bile ödemedi. Ve doğuya gitti. Senin galeonunla ne yaptığına bakmalısın...,Bana bir ons altın bile ödemedi. Ve doğuya gitti. Senin galeonunla ne yaptığına bakmalısın…,,weblate,cleanup
rename,vi,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Anh ta không trả cho ta một xu vàng nào cả. Và anh ta đã đi về phía đông. Ngươi nên thấy những gì anh ta đã làm với chiếc thuyền của ngươi...,Anh ta không trả cho ta một xu vàng nào cả. Và anh ta đã đi về phía đông. Ngươi nên thấy những gì anh ta đã làm với chiếc thuyền của ngươi…,,weblate,cleanup
rename,nl,dialogue_text_campaign_1_0_boss_win_2,dialog_text_campaign_1_0_boss_win_2,Hij heeft me geen greintje goud betaald. En hij ging naar het oosten. Je had moeten zien wat hij met je galjoen heeft gedaan...,Hij heeft me geen greintje goud betaald. En hij ging naar het oosten. Je had moeten zien wat hij met je galjoen heeft gedaan…,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_win_3,dialog_text_campaign_1_0_boss_win_3,Mon galion ?,Mon galion ?,,weblate,cleanup
rename,vi,dialogue_text_campaign_1_0_boss_win_4,dialog_text_campaign_1_0_boss_win_4,Anh ta đã nguyền rủa con tàu. Và giờ đây những cánh buồm ngọc lục bảo của Chiếc Thuyền Ma Ám phát sáng trong bóng tối của màn đêm...,Anh ta đã nguyền rủa con tàu. Và giờ đây những cánh buồm ngọc lục bảo của Chiếc Thuyền Ma Ám phát sáng trong bóng tối của màn đêm…,,weblate,cleanup
rename,nl,dialogue_text_campaign_1_0_boss_win_4,dialog_text_campaign_1_0_boss_win_4,Hij heeft het schip vervloekt. En nu gloeien de smaragdgroene zeilen van het Vervloekte Galjoen in de duisternis van de nacht...,Hij heeft het schip vervloekt. En nu gloeien de smaragdgroene zeilen van het Vervloekte Galjoen in de duisternis van de nacht…,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_win_5,dialog_text_campaign_1_0_boss_win_5,Qu'est-ce qu'il a fait ?!,Qu'est-ce qu'il a fait ?!,,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_win_6,dialog_text_campaign_1_0_boss_win_6,"À qui pries-tu, Capitaine Reed, lorsque la tempête vient te chercher ? Nérée ? Peut-être Njord ou Calypso ? Les dieux de Moonblood sont beaucoup plus puissants que ceux vénérés par les autres pirates. Ils lui répondent.","À qui pries-tu, Capitaine Reed, lorsque la tempête vient te chercher ? Nérée ? Peut-être Njord ou Calypso ? Les dieux de Moonblood sont beaucoup plus puissants que ceux vénérés par les autres pirates. Ils lui répondent.",,weblate,cleanup
rename,fr,dialogue_text_campaign_1_0_boss_win_7,dialog_text_campaign_1_0_boss_win_7,Mon navire... Moonblood répondra de tout ce qu'il a fait !,Mon navire... Moonblood répondra de tout ce qu'il a fait !,,weblate,cleanup
rename,en,dialogue_text_campaign_2_0_region_3,dialog_text_campaign_2_0_region_3,"But people like that usually know more than they let on. I’m sure if Moonblood  came here, it’s definitely to meet with her.","But people like that usually know more than they let on. I’m sure if Moonblood came here, it’s definitely to meet with her.",,weblate,cleanup
rename,fr,dialogue_text_campaign_2_0_6_miniboss_2,dialog_text_campaign_2_0_6_miniboss_2,Des cannibales ? Comment as-tu réussi à négocier avec eux ?,Des cannibales ? Comment as-tu réussi à négocier avec eux ?,,weblate,cleanup
